Sex,Education_Binary,Occupation_Binary,Authoritarianism1,Authoritarianism2,Authoritarianism3,Authoritarianism4,Authoritarianism5,Authoritarianism6,Social_Dominace1,Social_Dominance2,Social_Dominance3,Social_Dominance4,Social_Dominance5,Social_Dominance6,Social_Dominance7,Social_Dominance8,MigrantAttitudes1,MigrantAttitudes2,MigrantAttitudes3,IWAH1,IWAH2,IWAH3,IWAH4,IWAH5,IWAH6,IWAH7,IWAH8,IWAH9,Trust_Body1,Trust_Body2,Trust_Body3,Trust_Body4,Trust_Body5,Trust_Body6,Trust_Body7,Pregnant,Conspiracy_1,Conspiracy_2,Conspiracy_3,Conspiracy_4,Conspiracy_5,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,C19_Infected_Binary,C19_SomeoneClose_Infected_Binary,Vax_Self,Vax_Self_Yes,Vax_Self_Maybe,Vax_Self_No,Vax_Self_Binary,Paranoia1,Paranoia2,Paranoia3,Paranoia4,Paranoia5,LOC1,LOC2,LOC3,LOC4,LOC5,LOC6,LOC7,LOC8,LOC9,Personality1,Personality2,Personality3,Personality4,Personality5,Personality6,Personality7,Personality8,Personality9,Personality10,CRT1,CRT2,CRT3,Trust_in_Irish_State,Conspiracy,Paranoia,Authoritarianism,IdentificationOthers,SocialDominance
1,1,0,4,4,4,2,2,4,2,2,2,4,1,1,5,5,8,10,5,3,4,3,5,5,5,5,5,5,4,4,5,3,3,4,5,0,6,8,4,6,3,3,3,3,2,1,4,3,4,3,0,0,1,0,1,0,1,3,1,1,1,2,1,3,5,3,2,2,3,3,3,2,5,4,4,5,4,2,5,2,5,5,7,5,28,27,8,20,40,22
0,0,0,5,3,1,1,3,4,1,1,1,3,1,1,5,1,10,10,1,2,1,3,3,3,4,3,3,3,1,1,2,2,1,4,4,0,11,10,8,6,7,2,2,2,2,2,4,4,3,4,0,0,0,1,0,0,0,3,4,4,3,3,4,6,4,6,3,3,6,4,5,1,2,3,2,1,1,3,4,1,5,1,1,1,15,42,17,17,25,14
1,1,0,1,4,1,1,2,4,2,2,2,4,1,2,3,3,10,6,3,2,4,3,4,4,4,4,4,4,3,3,1,3,1,3,3,0,7,8,7,6,6,2,1,1,2,2,3,3,3,3,1,1,0,1,0,0,0,2,4,3,3,3,3,5,4,5,4,3,5,5,5,4,5,2,4,2,4,2,5,4,3,5,5,5,17,34,15,13,33,19
1,0,1,2,2,4,1,3,4,4,1,1,3,1,4,4,1,7,7,4,4,4,5,4,4,5,4,4,4,3,3,4,4,3,4,4,0,9,7,6,6,8,3,4,3,2,1,4,4,4,2,0,0,1,0,1,0,1,1,1,3,1,2,1,1,4,1,1,2,4,2,1,2,4,5,3,2,4,5,5,2,3,5,6,1,25,36,8,16,38,19
0,1,1,5,4,5,4,4,5,2,2,2,2,1,1,2,1,3,7,4,4,4,5,4,4,4,3,3,4,3,4,2,1,3,4,4,0,2,10,9,6,6,3,4,3,2,2,4,4,3,2,0,0,0,1,0,0,0,3,1,1,1,5,1,6,5,2,2,2,4,3,6,4,4,2,2,3,3,4,4,3,4,1,1,5,21,33,11,27,35,13
1,1,1,5,4,5,3,4,4,2,3,4,3,3,1,3,3,3,4,3,5,5,4,4,4,4,4,4,3,4,3,3,2,2,3,4,0,6,8,7,6,7,2,3,3,1,1,3,3,3,2,0,0,0,1,0,0,0,1,1,1,1,1,2,3,1,2,3,4,2,2,1,2,4,4,2,4,4,5,4,2,2,5,1,1,21,34,5,25,37,22
0,1,0,2,3,4,2,2,3,3,3,3,3,2,3,3,3,7,7,3,3,2,4,4,3,3,4,3,3,3,3,3,3,3,3,4,0,6,6,11,10,11,3,3,3,3,3,3,3,3,3,0,0,1,0,1,0,1,4,3,3,3,3,4,4,4,5,3,2,7,2,6,3,4,4,1,2,5,4,5,2,4,5,1,5,22,44,16,16,29,23
1,1,0,4,3,1,2,2,4,2,2,2,2,2,2,3,2,7,9,4,5,4,4,5,5,5,4,3,3,4,4,3,3,2,4,4,0,8,9,8,6,6,3,3,3,2,1,4,4,3,3,0,0,0,1,0,0,0,1,1,1,1,1,3,2,2,2,2,1,2,2,5,2,5,4,1,2,4,4,5,3,3,5,5,5,24,37,5,16,38,17
1,1,1,4,3,4,2,4,3,3,3,3,4,2,4,2,2,5,5,3,3,4,4,4,4,4,4,4,4,2,2,3,3,3,4,4,0,8,9,8,8,9,2,2,2,3,1,4,3,4,2,0,0,0,1,0,0,0,3,3,3,2,3,4,4,4,4,3,3,5,3,5,2,3,4,4,4,3,4,4,4,3,5,5,5,21,42,14,20,35,23
1,1,0,2,2,1,2,2,4,2,2,2,2,2,2,4,2,5,4,4,2,4,3,3,4,4,3,3,4,1,1,1,2,1,4,4,0,4,3,5,4,7,3,3,3,2,2,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,7,2,3,3,2,2,4,4,2,4,4,2,4,2,4,5,6,5,14,23,6,13,30,18
1,0,1,5,4,4,1,4,5,3,1,2,2,1,1,2,1,8,10,3,3,3,4,4,4,4,4,4,4,3,3,2,2,2,4,4,0,6,6,1,1,1,4,4,4,1,1,2,4,4,3,0,0,0,1,0,0,0,2,4,3,1,5,5,2,6,2,1,1,1,6,4,5,1,5,4,2,5,3,5,2,5,5,5,5,20,15,15,23,34,13
0,1,0,4,3,3,3,3,3,2,3,3,3,2,4,3,3,6,6,4,3,3,4,3,3,3,4,3,3,3,3,3,2,1,4,4,0,6,6,5,6,6,3,3,3,3,1,3,3,2,2,0,0,0,1,0,0,0,3,3,3,3,3,4,1,3,3,1,2,6,2,6,3,3,2,2,4,3,3,3,3,3,5,5,5,20,29,15,19,29,23
0,1,0,3,3,1,1,3,3,1,1,1,1,1,1,1,1,7,9,3,4,4,4,4,4,4,4,4,4,2,2,3,3,1,4,4,0,6,9,6,1,1,3,3,3,1,1,4,4,4,2,0,0,0,1,0,0,0,1,1,1,1,1,6,1,4,1,2,2,1,2,6,4,5,3,2,2,4,3,3,1,5,5,5,5,19,23,5,14,36,8
1,0,0,4,2,1,1,3,5,2,3,2,3,1,2,3,4,2,2,5,4,3,2,4,3,2,4,3,2,2,2,4,3,2,4,4,0,9,9,9,7,7,1,2,2,1,1,3,3,2,2,0,0,0,1,0,0,0,2,3,3,2,2,5,5,5,4,3,3,5,3,3,2,4,5,3,2,4,3,2,2,4,5,1,1,21,41,12,16,27,20
1,1,0,4,2,4,2,3,2,2,1,1,2,1,1,2,4,7,9,3,4,4,4,5,5,5,5,5,5,3,3,3,3,2,3,3,0,7,7,7,6,7,3,3,3,3,2,4,4,3,2,0,1,2,0,0,1,1,2,2,2,1,1,5,3,3,3,3,1,2,2,2,4,5,2,2,4,2,4,2,2,4,5,5,5,20,34,8,17,42,14
1,1,0,4,4,3,1,2,4,2,2,2,2,2,1,1,5,10,10,1,4,5,5,5,4,3,5,4,3,1,1,1,1,1,4,4,0,11,11,11,11,11,3,3,3,3,3,3,3,3,3,0,0,1,0,1,0,1,4,4,2,2,2,6,6,6,6,3,3,6,3,5,4,4,2,2,2,4,2,2,4,4,5,5,5,13,55,14,18,38,17
1,1,0,2,4,1,1,2,4,4,1,4,4,1,1,4,2,10,10,3,4,3,3,3,3,3,5,5,5,3,3,4,3,3,4,4,0,9,9,1,4,1,1,2,2,1,1,4,4,4,1,0,1,0,1,0,0,0,1,1,4,2,1,2,1,2,2,2,2,2,2,3,4,5,2,1,2,4,4,5,2,4,1,5,6,24,24,9,14,34,21
0,1,0,4,4,2,2,2,5,2,2,2,4,2,1,3,1,8,8,3,5,5,3,5,5,5,5,5,5,4,4,3,3,4,5,5,0,7,5,3,1,2,3,3,3,2,1,4,4,4,4,0,0,1,0,1,0,1,3,4,2,1,4,6,2,3,1,1,1,3,3,5,4,4,5,2,2,4,4,4,2,2,5,1,1,28,18,14,19,43,17
1,1,0,3,2,1,1,2,3,1,1,1,1,1,1,2,1,5,7,3,3,3,3,2,2,4,3,3,4,1,2,2,1,1,2,3,0,11,11,6,6,11,3,3,3,3,2,3,3,2,2,0,0,1,0,1,0,1,1,1,1,1,1,2,1,1,1,2,1,2,7,6,3,3,3,4,5,3,2,5,3,4,5,5,5,12,45,5,12,27,9
1,1,1,4,1,3,1,2,2,2,2,1,2,2,2,4,1,7,8,4,4,4,4,4,4,3,5,4,3,2,1,3,4,1,3,5,0,10,9,9,10,8,1,3,3,2,2,4,4,2,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,5,1,2,2,2,2,2,2,4,2,1,5,4,2,4,1,4,5,1,5,19,46,5,13,35,16
1,1,0,5,3,5,5,5,5,1,4,3,3,1,1,1,1,6,10,1,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,1,0,11,11,6,11,11,2,2,2,2,2,4,3,4,2,0,0,2,0,0,1,1,1,3,1,1,4,1,1,1,1,7,4,1,4,1,1,1,5,3,1,3,3,5,4,5,1,1,1,8,50,10,28,45,15
1,0,1,5,4,4,1,2,5,1,1,1,4,1,1,2,1,3,7,4,4,4,4,5,5,4,5,5,4,3,4,4,4,3,4,4,0,4,5,8,6,2,2,4,4,3,2,4,4,4,4,0,0,0,1,0,0,0,1,1,1,1,1,3,3,1,1,3,1,2,2,3,5,4,4,1,2,5,4,4,1,4,1,1,6,26,25,5,21,40,12
1,0,0,4,3,4,2,2,4,4,2,2,2,1,2,4,5,2,3,4,3,5,4,4,4,4,4,4,4,3,3,3,2,2,4,4,0,5,5,4,5,4,4,4,4,2,1,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,4,5,2,4,2,4,4,5,4,4,5,5,5,21,23,5,19,36,22
1,0,0,5,3,5,1,5,5,4,1,2,3,3,4,4,1,7,1,4,1,5,1,1,3,2,2,3,2,1,1,5,4,1,5,5,0,11,11,11,9,9,4,4,4,1,1,4,4,4,3,0,0,2,0,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,5,5,4,3,5,2,5,4,5,7,5,5,22,51,8,24,20,22
0,1,0,2,3,2,1,3,3,1,1,1,2,1,1,2,1,9,10,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,0,11,7,2,2,2,2,2,2,1,1,4,4,4,4,0,0,0,1,0,0,0,1,1,1,1,1,3,4,4,2,3,3,2,6,4,3,4,2,2,4,4,3,2,4,4,5,5,5,31,24,5,14,45,10
1,0,0,4,4,4,1,4,4,2,3,3,3,3,2,3,3,5,8,4,2,2,3,2,2,3,2,3,4,3,4,4,3,3,4,4,0,2,4,3,6,8,1,3,3,1,1,4,4,4,1,0,0,0,1,0,0,0,3,4,3,2,3,5,4,5,4,4,3,4,4,4,1,3,3,2,3,2,2,4,3,4,5,6,5,25,23,15,21,23,22
1,1,0,3,2,2,2,3,3,3,2,2,4,3,3,4,2,7,5,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,4,0,9,7,6,6,6,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,1,1,3,3,2,2,4,2,4,3,4,3,4,2,4,2,4,2,2,2,4,3,3,2,4,5,6,5,22,34,11,15,27,23
1,1,1,3,3,3,1,1,4,3,1,2,3,2,3,3,3,2,5,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,3,0,6,10,6,6,6,2,4,2,4,4,4,4,4,3,0,0,2,0,0,1,1,1,1,1,3,3,4,4,5,4,3,3,4,4,4,3,4,4,2,3,4,3,3,2,2,5,5,5,12,34,9,15,27,20
1,1,0,3,2,2,1,3,4,1,2,2,3,1,1,3,1,8,8,3,4,4,4,5,5,5,5,4,5,2,2,1,2,2,2,2,0,11,10,9,11,11,3,3,3,1,2,3,4,3,4,0,0,0,1,0,0,0,3,3,3,3,3,4,5,2,6,3,3,6,4,2,4,4,4,3,4,4,3,5,3,3,5,5,6,13,52,15,15,41,14
1,0,0,4,4,4,2,4,5,4,1,2,3,2,4,3,3,7,2,5,5,5,5,5,5,4,5,5,4,4,4,4,3,3,4,5,1,10,9,10,10,10,3,4,4,3,2,4,4,3,4,0,0,1,0,1,0,1,1,4,4,1,4,6,4,7,3,2,2,4,5,5,1,5,2,1,4,5,4,5,3,5,5,5,6,27,49,14,23,43,22
1,1,0,5,5,2,2,4,3,3,1,1,4,1,4,3,1,6,6,4,3,3,3,5,3,2,4,3,3,1,2,1,2,1,3,3,0,7,8,9,7,8,2,3,2,2,2,4,4,4,2,0,1,0,1,0,0,0,5,5,5,5,5,7,5,3,5,3,1,5,1,7,3,5,4,5,4,4,4,4,5,5,5,5,5,13,39,25,21,29,18
1,0,0,2,2,4,2,4,4,4,2,2,3,2,3,4,3,2,1,5,4,4,2,3,3,1,4,3,1,1,1,3,3,1,4,5,0,9,11,11,9,11,2,2,2,2,1,3,4,1,2,0,0,1,0,1,0,1,1,4,4,2,3,1,1,4,2,1,1,2,2,3,2,4,2,1,2,4,3,4,3,2,5,1,1,18,51,14,18,25,23
1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,6,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,1,0,7,5,8,5,6,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,2,1,2,1,3,5,4,4,4,4,3,4,4,4,3,5,5,2,2,4,2,5,1,3,5,7,5,12,31,9,18,27,24
0,1,0,4,3,2,1,3,4,3,2,2,3,2,3,2,2,7,6,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,0,5,8,7,3,1,3,3,3,2,1,4,3,2,3,0,0,1,0,1,0,1,3,3,2,1,2,5,2,3,1,5,2,3,3,3,2,4,5,3,2,2,3,5,4,3,1,1,5,24,24,11,17,34,19
0,0,0,5,4,2,1,3,3,2,2,2,3,1,1,3,2,5,5,4,4,4,3,5,4,3,4,4,3,3,3,1,2,1,3,4,0,8,9,8,6,6,3,3,3,2,1,4,4,3,2,0,0,0,1,0,0,0,3,4,4,2,4,4,3,4,5,3,2,5,4,7,2,4,4,3,2,2,2,5,3,5,1,1,1,17,37,17,18,34,16
1,0,0,5,4,5,5,4,5,2,2,3,3,3,2,3,3,1,1,5,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,0,4,9,6,4,4,3,3,3,2,1,4,4,4,4,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,4,2,1,4,4,2,2,2,3,3,2,2,4,3,2,1,6,5,23,27,6,28,27,21
1,1,0,3,3,3,3,3,3,4,3,3,3,3,3,4,2,5,5,5,3,3,3,3,3,3,2,4,3,4,4,3,3,3,3,4,0,6,7,7,7,6,3,2,2,2,1,2,3,3,3,0,0,1,0,1,0,1,3,3,3,3,4,2,4,4,4,3,3,3,4,4,3,4,4,3,2,4,3,4,3,3,5,5,5,24,33,16,18,27,25
1,1,1,3,4,3,1,3,4,3,3,3,3,2,3,3,3,5,9,3,3,4,4,5,4,3,5,4,3,3,3,3,3,3,3,3,0,11,11,6,6,8,1,4,4,4,1,4,3,2,2,0,0,0,1,0,0,0,1,1,1,1,4,5,4,2,4,2,1,5,4,5,2,5,5,1,4,3,5,4,2,3,5,1,6,21,42,8,18,35,23
1,1,0,5,4,2,1,3,4,2,1,1,2,1,2,1,1,7,7,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,5,0,8,7,5,6,6,3,3,3,3,2,4,4,3,2,0,0,0,1,0,0,0,2,4,3,2,4,3,2,3,2,1,1,3,3,4,2,4,4,2,4,4,3,5,4,4,5,1,6,24,32,15,19,36,11
0,1,0,4,4,5,3,3,5,4,2,2,2,3,3,3,3,9,9,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,5,0,9,7,4,5,7,3,3,3,3,1,3,3,3,3,0,0,0,1,0,0,0,3,3,3,3,4,4,3,3,3,2,3,4,3,5,2,4,4,2,3,4,2,4,4,4,5,1,1,29,32,16,24,30,22
0,1,0,2,3,2,2,4,4,2,2,2,1,1,1,2,2,8,8,3,4,4,4,2,2,2,4,3,3,4,4,4,3,3,3,4,0,4,6,7,4,4,3,4,4,1,1,4,4,4,3,0,0,1,0,1,0,1,1,1,2,1,3,3,4,3,1,3,2,5,2,4,2,4,3,2,2,3,4,5,1,3,5,1,1,25,25,8,17,28,13
0,0,0,3,3,4,1,3,4,3,3,3,3,3,1,3,2,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,2,3,3,2,2,3,3,3,2,1,4,4,4,2,0,0,0,1,0,0,0,1,1,3,1,1,3,3,3,2,3,3,4,6,5,4,5,2,2,4,4,3,4,1,4,5,5,1,27,12,7,18,36,21
0,1,0,2,2,3,2,2,4,3,2,1,2,2,1,2,1,9,9,3,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,5,0,10,10,9,6,10,3,3,3,1,1,3,3,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,3,1,1,1,3,2,1,2,4,4,2,2,4,4,4,2,4,5,1,7,25,45,5,15,36,14
1,0,1,3,3,2,1,1,5,3,2,1,3,2,3,3,2,6,5,3,2,4,3,5,5,5,4,4,3,2,2,4,3,2,3,4,0,8,10,7,6,6,2,4,4,2,1,4,4,4,3,0,0,0,1,0,0,0,3,1,1,1,2,2,1,1,1,2,2,2,4,1,2,5,4,2,4,3,4,5,1,3,5,7,5,20,37,8,15,35,19
0,1,0,3,3,4,2,3,3,4,3,3,3,3,3,4,1,8,8,4,4,4,4,4,4,5,4,4,3,3,3,3,3,2,2,2,0,7,10,8,8,6,3,4,4,4,3,4,4,4,3,0,0,0,1,0,0,0,3,4,4,4,3,3,4,2,3,3,3,5,3,4,2,4,2,2,3,3,2,4,3,3,5,7,5,18,39,18,18,36,24
1,1,0,3,5,2,2,4,4,2,2,2,2,2,2,3,4,7,8,4,5,5,4,4,5,4,5,5,4,3,3,2,2,3,2,2,0,8,8,7,8,9,4,4,4,2,1,4,4,4,4,0,0,0,1,0,0,0,2,2,1,1,2,4,2,3,2,3,3,2,3,4,2,4,3,2,4,4,3,4,2,4,5,5,5,17,40,8,20,41,19
1,1,0,5,4,3,1,2,4,3,1,2,3,2,1,3,1,7,8,3,3,3,4,5,5,5,4,4,4,3,3,2,1,3,2,2,0,8,10,8,6,4,2,2,2,3,1,4,4,3,2,0,0,0,1,0,0,0,3,1,1,2,1,4,3,3,1,4,3,2,3,3,3,5,4,3,3,4,5,5,4,4,1,1,5,16,36,8,19,37,16
0,1,0,5,5,2,1,4,5,1,2,2,2,1,2,2,1,7,7,4,1,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,0,7,8,5,6,4,3,4,4,3,1,4,4,4,2,0,0,0,1,0,0,0,1,5,4,3,3,2,4,5,4,4,4,5,4,5,1,5,2,4,5,3,3,3,4,3,5,5,5,27,30,16,22,17,13
0,1,0,3,5,5,2,5,5,3,3,3,3,3,3,3,3,4,4,5,3,3,3,3,3,3,3,3,3,3,3,4,4,1,3,5,0,11,11,6,6,6,4,4,4,4,1,4,4,4,4,0,0,0,1,0,0,0,4,4,3,3,4,5,4,4,4,4,1,4,1,4,1,4,5,1,1,1,1,5,3,3,1,5,5,23,40,18,25,27,24
1,0,0,4,3,4,5,3,3,2,2,3,3,1,2,3,1,5,5,3,3,3,5,2,2,4,4,3,3,2,2,2,2,2,2,2,0,7,6,8,6,6,2,2,2,2,2,3,3,2,3,0,0,1,0,1,0,1,1,1,1,1,1,5,4,4,3,3,2,4,4,5,2,4,5,2,4,3,4,4,2,5,5,1,5,14,33,5,22,29,17
0,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,10,10,2,4,4,4,4,4,4,3,3,3,3,2,3,3,2,4,4,0,9,6,8,2,3,3,3,3,3,3,4,4,3,3,0,0,0,1,0,0,0,1,3,3,3,1,5,3,4,3,3,2,5,3,5,2,3,3,3,5,2,3,4,3,4,1,1,1,21,28,11,6,33,10
0,1,0,2,3,4,2,2,3,3,2,3,4,3,4,4,2,9,8,2,4,5,5,3,2,3,5,4,4,5,4,4,4,3,4,5,1,9,8,9,6,7,4,3,3,4,2,3,4,3,3,0,0,0,1,0,0,0,4,3,2,3,3,4,5,4,4,4,4,5,3,5,4,3,2,3,3,4,4,4,2,4,5,6,6,29,39,15,16,35,25
1,1,0,3,3,3,3,3,3,3,2,2,4,3,3,3,2,8,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,3,3,3,4,3,6,6,6,6,2,2,6,2,6,3,4,3,2,2,4,3,3,4,4,5,5,5,20,40,16,18,36,22
1,1,0,5,4,5,5,5,5,3,1,1,3,2,3,3,1,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,4,4,3,4,0,4,3,6,5,4,3,4,1,2,3,4,4,4,4,0,0,0,1,0,0,0,3,3,4,2,3,1,3,4,3,1,1,5,1,5,2,5,5,3,1,4,5,5,1,1,1,5,5,28,22,15,29,36,17
0,0,0,5,2,2,1,5,5,2,1,1,3,1,1,1,1,8,1,2,2,2,4,2,3,3,3,3,3,1,1,2,2,1,4,3,0,7,9,7,7,10,3,4,4,1,1,3,3,4,4,0,0,0,1,0,0,0,4,4,3,1,4,2,1,5,4,1,2,2,4,3,2,5,5,2,1,5,2,5,4,5,5,5,5,14,40,16,20,25,11
1,1,0,2,4,4,2,2,4,4,2,2,4,2,4,4,2,9,9,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,0,10,10,10,10,10,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,5,4,5,5,4,6,6,6,6,2,2,6,3,5,2,4,2,2,2,4,2,4,3,3,5,1,5,14,50,23,18,36,24
0,1,0,3,4,2,1,3,3,3,3,2,3,3,4,3,3,7,6,2,2,2,2,3,3,3,3,2,2,4,4,4,3,3,4,4,0,9,8,7,6,10,2,3,3,3,1,3,3,4,2,0,0,1,0,1,0,1,4,3,3,2,2,4,4,3,4,4,3,4,4,4,2,4,3,3,4,4,3,4,4,3,5,1,1,26,40,14,16,22,24
0,1,1,4,2,2,1,1,5,4,3,2,3,1,4,3,1,8,8,3,5,4,4,5,4,4,5,4,4,2,2,3,3,2,5,5,0,10,8,10,9,11,3,4,4,4,3,3,4,4,3,0,0,0,1,0,0,0,1,2,1,1,1,5,4,2,4,3,2,3,3,4,1,5,3,1,5,5,2,5,1,4,5,1,5,22,48,6,15,39,21
0,1,0,2,2,1,1,3,5,2,4,1,2,1,1,1,1,5,4,4,2,3,3,3,4,5,2,4,4,1,1,3,3,1,5,5,0,11,9,7,6,4,3,3,3,2,1,4,4,4,3,0,0,0,1,0,0,0,4,5,5,4,5,5,3,5,3,5,5,3,5,6,2,4,1,5,1,3,1,1,5,4,5,6,6,19,37,23,14,30,13
1,0,0,2,3,3,1,3,3,3,3,3,3,3,3,3,3,6,8,3,4,4,3,4,4,4,3,3,2,1,1,1,1,1,3,3,0,10,10,8,8,8,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,3,4,4,3,4,5,3,4,4,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,11,44,18,15,31,24
1,1,0,4,1,1,1,1,3,1,1,1,1,1,1,5,1,10,10,3,4,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,0,3,2,2,2,2,4,4,4,1,1,4,4,4,2,0,0,0,1,0,0,0,3,1,1,1,2,3,3,3,3,3,3,3,5,3,2,4,4,2,2,4,4,4,4,4,5,5,5,27,11,8,11,42,12
1,1,0,5,4,2,1,2,4,1,2,2,2,2,2,2,2,4,7,4,5,5,3,5,5,4,5,5,4,3,3,4,4,2,4,4,0,5,7,7,5,5,2,3,2,2,2,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,5,5,4,5,2,5,5,4,5,1,3,5,5,5,24,29,5,18,41,15
0,0,0,5,5,5,4,5,5,4,4,2,4,1,4,4,1,8,4,4,4,4,4,5,4,4,5,4,4,5,5,5,4,4,4,5,0,11,8,3,9,6,3,3,3,2,2,4,4,4,3,0,0,0,1,0,0,0,1,4,4,1,2,1,2,1,1,2,2,3,6,6,4,5,4,2,1,4,4,5,2,4,5,5,6,32,37,12,29,38,24
1,0,0,4,3,4,2,2,5,3,2,2,2,2,4,2,2,1,1,4,5,3,2,5,3,3,5,4,4,2,1,3,2,1,4,4,0,11,11,1,6,6,1,2,2,1,1,3,3,1,2,0,0,0,1,0,0,0,1,1,1,1,4,3,4,5,1,2,2,1,6,1,2,4,5,2,4,5,4,5,1,2,5,7,5,17,35,8,20,34,19
0,0,0,4,3,2,1,4,4,4,2,2,4,2,3,4,4,7,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,0,5,5,7,7,7,4,3,4,2,1,4,4,4,3,0,0,1,0,1,0,1,2,3,2,1,2,3,3,4,2,3,2,3,4,5,2,4,3,2,2,2,3,5,4,4,1,1,5,27,31,10,18,33,25
1,1,0,5,2,4,3,2,4,2,3,2,2,2,1,3,1,4,4,5,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,11,11,9,11,11,3,4,4,3,3,4,4,4,4,0,0,0,1,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,4,1,2,5,2,3,2,4,2,4,4,3,5,5,5,28,53,7,20,27,16
1,1,1,2,4,4,2,4,4,2,3,3,3,3,3,3,2,2,3,3,4,4,4,5,5,4,5,4,3,3,3,4,4,3,4,4,0,10,10,9,6,9,3,3,3,3,2,3,3,3,2,0,0,0,1,0,0,0,4,4,2,3,2,6,3,5,5,2,2,6,3,4,4,4,4,2,2,5,4,4,3,3,5,1,1,25,44,15,20,38,22
1,0,1,2,3,3,2,2,4,2,2,2,2,2,2,2,2,5,5,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0,9,8,8,8,8,2,2,2,2,2,2,2,2,2,0,0,2,0,0,1,1,3,4,4,3,4,4,4,4,4,4,4,5,4,4,2,3,2,3,3,2,2,4,4,4,5,5,5,21,41,18,16,18,16
0,1,0,4,4,2,3,3,3,4,2,2,3,2,3,3,2,6,6,4,3,3,3,4,4,4,4,4,4,3,3,3,3,2,4,4,0,7,8,7,7,8,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,3,3,2,2,3,3,3,3,2,2,2,3,5,5,4,4,5,2,1,4,3,5,4,4,5,5,6,22,37,13,19,33,21
0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,11,11,11,11,11,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,1,5,35,55,15,18,45,24
0,1,0,4,4,3,1,3,4,4,1,2,2,1,2,2,2,8,7,4,5,4,3,5,4,3,5,4,3,2,2,3,2,2,4,4,1,8,9,5,5,6,2,3,3,2,1,3,3,2,2,0,0,0,1,0,0,0,4,4,4,4,4,5,3,1,2,3,2,5,5,3,3,4,5,4,4,5,2,5,2,4,5,1,1,19,33,20,19,36,16
1,1,0,1,2,1,1,4,5,1,1,1,1,1,1,2,1,10,10,3,2,4,4,4,4,4,4,4,4,1,1,2,1,1,4,4,0,9,11,3,4,2,3,1,1,3,2,3,3,2,1,0,0,0,1,0,0,0,3,2,2,1,1,3,2,1,1,2,2,2,2,5,2,3,2,4,4,4,3,5,4,4,1,1,1,14,29,9,14,34,9
1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,6,6,6,6,6,2,2,2,2,2,2,2,2,2,0,0,2,0,0,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,3,5,5,5,14,30,15,18,27,24
