pid,Age_Years,Age_categories,Gender,Other_gender,Sex,Province,Nationality,GrowUp_Ireland,Area_Residence,Ethnicity,Ethnicity_Binary,Ethnic_Recode,Education,Education_Binary,Occupation,Occupation_Binary,Adults_household,Only_Adult_House,Children_household,Child_2,No_Child_House,Living_Alone,Income_2019,MH_therapy,Religious,Religion_Binary,Voted_GenElection,Voted_Binary,Authoritarianism1,Authoritarianism2,Authoritarianism3,Authoritarianism4,Authoritarianism5,Authoritarianism6,Social_Dominace1,Social_Dominance2,Social_Dominance3,Social_Dominance4,Social_Dominance5,Social_Dominance6,Social_Dominance7,Social_Dominance8,MigrantAttitudes1,MigrantAttitudes2,MigrantAttitudes3,IWAH1,IWAH2,IWAH3,IWAH4,IWAH5,IWAH6,IWAH7,IWAH8,IWAH9,Trust_Body1,Trust_Body2,Trust_Body3,Trust_Body4,Trust_Body5,Trust_Body6,Trust_Body7,ReligiousBelief1,ReligiousBelief2,ReligiousBelief3,ReligiousBelief4,ReligiousBelief5,ReligiousBelief6,ReligiousBelief7,ReligiousBelief8,Chronic_Illness_self,Chronic_illness_family,Pregnant,Conspiracy_1,Conspiracy_2,Conspiracy_3,Conspiracy_4,Conspiracy_5,INFO_1,INFO_2,INFO_3,INFO_4,INFO_5,INFO_6,INFO_7,INFO_8,INFO_9,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,C19_Infected,C19_Infected_Binary,C19_SomeoneClose_Infected,C19_SomeoneClose_Infected_Binary,Vax_Self,Vax_Self_Yes,Vax_Self_Maybe,Vax_Self_No,Vax_Self_Binary,Paranoia1,Paranoia2,Paranoia3,Paranoia4,Paranoia5,LOC1,LOC2,LOC3,LOC4,LOC5,LOC6,LOC7,LOC8,LOC9,Personality1,Personality2,Personality3,Personality4,Personality5,Personality6,Personality7,Personality8,Personality9,Personality10,CRT1,CRT2,CRT3,Conspiracy,Paranoia,Authoritarianism,IdentificationOthers,SocialDominance,Sex,Pregnant
1476659522,50,4,2, ,1,4,1,1,4,6,1,1,3,0,26,1,2,0,1,0,1,0,4,1,1,1,1,0,3,3,2,1,4,4,2,2,1,3,2,3,3,2,4,4,4,3,3,4,3,3,4,4,2,3,3,3,3,2,1,4,4,3,1,3,1,4,1,4,1,0,1,0,11,11,6,8,11,4,4,4,4,1,1,4,4,3,3,3,3,3,1,4,4,3,4,2,0,2,0,0,1,0,0,0,1,4,4,3,2,3,5,5,5,2,2,6,3,5,4,5,4,2,2,4,4,5,4,5,5,5,1,47,14,17,29,18,1,0
1476660292,42,3,2, ,1,1,0,0,1,1,0,0,6,1,18,0,1,1,1,0,1,1,5,1,1,1,1,0,3,3,2,1,3,3,2,1,2,2,1,1,2,1,9,10,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,3,3,3,5,1,5,1,5,3,0,0,0,4,4,6,2,2,4,3,3,3,2,1,2,2,3,2,2,2,2,1,4,4,2,3,2,0,1,0,0,1,0,0,0,1,4,2,1,2,3,1,2,1,2,2,1,2,1,4,3,2,4,4,4,2,5,2,3,1,6,1,18,10,15,27,12,1,0
1476661258,18,1,2, ,1,1,0,0,3,1,0,0,3,0,23,0,3,0,1,0,1,0,2,1,6,0,3,0,4,2,1,1,5,5,5,2,2,4,2,4,4,2,7,5,4,1,3,5,2,2,4,4,3,4,1,1,3,1,1,3,1,5,1,3,1,5,5,5,1,0,0,0,11,11,11,11,11,1,4,4,1,3,1,2,2,4,2,2,2,1,1,1,1,1,1,2,0,3,1,1,0,1,0,1,1,5,4,2,5,4,4,3,4,2,2,1,3,6,4,1,4,5,5,4,4,2,1,1,1,5,1,55,17,18,28,25,1,0
1476664699,55,5,1, ,0,3,0,0,4,1,0,0,5,1,22,0,1,1,1,0,1,1,3,1,1,1,1,0,3,3,4,2,3,5,2,2,2,4,2,2,3,1,8,8,3,3,3,3,4,3,3,4,4,4,3,4,4,2,3,4,5,1,3,3,1,1,4,2,2,0,0,0,6,8,5,4,8,1,4,3,3,1,1,1,3,1,3,3,3,2,1,4,4,4,2,2,0,1,0,0,1,0,0,0,1,1,3,1,1,3,1,1,1,1,1,1,1,1,4,5,3,5,1,4,3,4,1,5,1,1,1,31,7,20,31,18,0,0
1476665012,72,6,1, ,0,2,1,1,4,6,1,1,4,1,22,0,1,1,1,0,1,1,2,2,6,0,1,0,5,3,4,2,3,4,4,3,4,4,3,4,4,2,4,1,4,3,4,3,3,4,4,4,4,3,3,3,2,3,2,4,4,5,1,5,1,5,1,5,1,0,0,0,9,8,4,4,4,4,4,1,2,2,1,1,3,1,3,3,3,1,1,4,4,3,3,2,0,1,0,0,1,0,0,0,3,4,4,2,4,4,2,4,4,2,1,5,3,4,5,5,4,2,3,1,5,4,4,4,5,5,5,29,17,21,32,28,0,0
1476666953,27,2,2, ,1,4,0,0,4,1,0,0,4,1,19,0,4,0,1,0,1,0,1,1,1,1,1,0,5,3,3,2,3,4,3,2,2,2,2,1,2,1,6,7,4,4,4,4,5,5,5,4,4,4,4,4,4,3,3,4,4,3,3,3,2,3,2,3,3,0,0,0,5,8,7,6,6,4,4,4,4,4,1,2,3,3,4,3,4,3,3,3,4,3,3,2,0,1,0,0,1,0,0,0,1,1,1,1,1,3,2,3,1,3,2,3,4,3,4,5,2,3,4,3,2,4,3,4,5,5,5,32,5,20,39,15,1,0
1476666959,35,3,1, ,0,1,0,0,1,1,0,0,6,1,19,0,2,0,1,0,1,0,2,3,7,0,1,0,3,3,1,1,4,4,3,2,2,2,2,2,2,2,7,7,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,5,4,2,4,1,3,1,4,2,0,0,0,6,7,7,7,8,2,3,2,3,1,1,3,3,3,2,3,2,1,1,2,3,3,2,2,0,1,0,0,1,0,0,0,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,2,3,4,3,5,5,5,35,18,16,30,17,0,0
1476669575,49,4,2, ,1,3,0,0,3,5,1,3,6,1,20,1,1,1,3,2,0,0,6,2,2,1,1,0,3,3,3,3,3,3,3,3,3,1,3,3,4,2,6,5,3,3,3,4,3,3,4,3,4,3,3,2,3,3,3,3,3,4,3,3,3,2,4,4,3,0,0,0,6,7,6,4,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,1,1,0,1,0,1,0,1,3,3,2,1,3,5,4,1,6,7,3,2,2,7,1,4,4,4,2,2,5,5,3,1,5,6,6,25,12,18,30,22,1,0
1476670055,40,3,1, ,0,1,0,0,3,1,0,0,2,0,20,1,2,0,3,2,0,0,2,2,1,1,1,0,3,3,3,2,2,4,3,2,2,4,2,4,4,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,0,1,0,9,8,8,8,8,3,4,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,0,1,0,0,1,0,0,0,5,5,5,5,5,5,4,5,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,5,5,5,41,25,17,24,23,0,0
1476670646,78,6,1, ,0,1,0,0,4,1,0,0,4,1,22,0,2,0,1,0,1,0,4,4,6,0,1,0,3,3,3,3,3,3,3,3,3,3,3,4,2,3,5,5,3,2,3,4,3,2,4,3,3,3,3,3,4,3,2,3,4,2,3,4,3,4,3,2,3,0,1,0,6,5,7,6,6,3,3,1,3,4,1,1,3,3,3,3,3,3,3,3,3,3,3,2,0,3,1,0,1,0,0,0,2,3,4,3,3,4,4,5,3,3,4,5,4,4,3,2,3,4,3,2,3,4,3,3,5,7,1,30,15,18,27,24,0,0
1476671892,57,5,1, ,0,1,0,0,3,1,0,0,3,0,18,0,2,0,1,0,1,0,4,2,1,1,1,0,5,5,2,1,2,4,4,1,3,4,2,1,4,2,5,5,4,4,4,4,5,5,5,4,4,4,3,4,4,4,3,4,5,3,3,4,1,2,4,4,3,0,0,0,8,9,7,10,10,3,4,4,1,1,3,1,3,2,3,4,4,1,1,4,4,4,2,2,0,2,0,0,1,0,0,0,3,1,3,1,4,4,2,1,1,2,2,1,3,4,3,4,1,3,5,4,3,5,4,5,5,5,6,44,12,19,39,21,0,0
1476672059,67,6,2, ,1,2,1,1,3,6,1,1,4,1,22,0,1,1,1,0,1,1,1,1,7,0,1,0,2,2,1,1,1,1,1,1,1,1,1,1,3,2,8,8,3,4,4,4,4,4,4,4,4,4,2,2,2,3,2,4,4,3,2,3,1,3,2,3,4,1,0,0,8,7,3,3,3,1,4,4,3,3,1,1,3,3,3,3,3,2,2,4,4,3,3,6,1,2,0,1,0,1,0,1,3,1,2,2,2,3,1,3,1,3,3,6,3,3,5,5,5,4,2,1,4,4,4,5,5,5,1,24,10,8,36,11,1,0
1476672284,39,3,2, ,1,2,0,0,3,1,0,0,3,0,21,1,2,0,3,2,0,0,2,1,1,1,1,0,3,3,5,1,3,5,3,1,1,3,1,5,3,1,1,1,4,3,4,4,5,5,5,3,3,3,3,2,2,3,3,3,2,1,1,1,3,1,3,1,3,0,0,1,11,11,10,11,11,1,4,2,4,3,2,2,4,2,4,4,4,4,4,4,4,4,4,2,0,1,0,0,1,0,0,0,3,3,3,3,3,1,1,4,4,4,4,5,7,6,5,5,1,1,3,3,3,5,4,5,5,5,5,54,15,20,35,18,1,1
1476672629,63,5,1, ,0,3,0,0,3,1,0,0,3,0,22,0,2,0,1,0,1,0,1,1,1,1,1,0,4,4,3,3,2,5,3,4,3,2,3,4,3,3,5,5,5,4,4,3,5,4,3,4,4,3,3,3,2,2,2,3,4,3,4,3,2,2,4,4,4,0,0,0,8,6,6,8,6,4,4,4,1,1,3,1,3,3,3,4,4,1,1,4,3,3,4,2,0,1,0,0,1,0,0,0,3,4,3,1,3,1,1,4,1,2,2,2,7,1,4,5,2,3,1,5,3,4,3,4,5,5,5,34,14,21,34,25,0,0
1476673171,49,4,1, ,0,1,1,1,4,6,1,1,5,1,18,0,2,0,3,2,0,0,6,1,6,0,1,0,4,4,2,2,2,5,4,4,3,3,2,2,2,2,7,6,4,3,3,3,4,4,3,4,4,3,3,3,3,3,2,4,4,4,2,4,1,4,2,4,2,1,1,0,5,8,6,7,7,3,4,3,3,1,1,1,2,2,3,3,3,2,1,4,3,3,2,2,0,1,0,1,0,1,0,1,2,4,4,4,4,5,5,5,3,3,3,2,2,5,4,2,4,4,4,1,3,4,4,2,6,1,6,33,18,19,31,22,0,0
1476673495,46,4,2, ,1,1,0,0,2,1,0,0,6,1,19,0,2,0,3,2,0,0,3,2,1,1,1,0,5,2,1,1,4,5,1,1,1,1,1,1,1,1,8,8,3,5,5,5,5,5,5,5,5,4,4,4,4,4,3,5,4,2,5,4,1,1,5,2,5,0,0,0,9,7,7,7,7,2,4,4,1,1,1,3,3,3,3,4,4,2,2,4,4,4,3,2,0,2,0,0,1,0,0,0,2,3,1,2,1,3,3,3,3,3,1,3,2,5,5,2,4,3,2,1,4,5,2,3,5,5,5,37,9,18,44,8,1,0
1476675388,27,2,2, ,1,1,1,1,1,8,1,4,7,1,18,0,3,0,1,0,1,0,2,1,5,1,4,0,4,4,1,5,5,5,2,1,1,2,1,1,1,1,10,10,1,2,2,4,2,2,5,3,3,4,2,2,3,2,2,2,2,1,4,5,1,1,2,2,2,0,1,0,10,11,9,9,8,4,3,1,4,2,4,4,3,2,4,2,2,2,2,4,4,2,2,3,0,2,0,1,0,1,0,1,4,4,2,2,4,5,5,3,3,3,2,5,3,3,1,5,2,4,4,5,2,4,2,4,5,5,5,47,16,24,27,10,1,0
1476675738,43,3,2, ,1,2,1,1,4,6,1,1,4,1,24,1,2,0,3,2,0,0,3,2,1,1,2,1,4,2,3,5,2,5,1,1,1,1,1,1,3,1,8,9,3,3,4,3,4,4,4,5,4,4,2,2,3,2,2,3,3,5,5,1,3,1,4,4,5,0,0,0,11,10,7,8,8,1,1,2,4,1,4,1,2,3,2,2,2,3,2,4,3,3,3,2,0,1,0,1,0,1,0,1,1,2,2,2,2,2,1,2,1,3,3,6,3,5,4,2,1,2,1,4,2,5,1,5,1,1,1,44,9,21,35,10,1,0
1476675859,53,4,1, ,0,2,0,0,1,1,0,0,2,0,24,1,1,1,1,0,1,1,1,2,1,1,1,0,4,3,3,1,2,3,1,1,2,3,2,2,2,5,4,3,4,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4,4,3,4,3,3,3,2,3,4,0,0,0,6,7,6,6,9,2,3,3,2,3,1,1,2,2,3,3,2,3,3,3,3,3,3,3,0,1,0,1,0,1,0,1,2,3,3,3,4,5,4,1,4,4,3,4,7,6,5,4,3,2,5,3,2,3,4,2,5,1,5,34,15,16,18,18,0,0
1476675918,45,4,1, ,0,1,1,0,2,6,1,1,5,1,18,0,2,0,2,1,0,0,4,1,6,0,2,1,3,2,1,3,4,4,1,3,4,3,4,3,4,5,7,7,3,1,3,3,2,3,3,2,4,3,1,1,1,3,2,4,3,3,5,5,2,5,1,3,1,1,1,0,9,11,9,6,6,4,2,2,4,1,2,2,2,3,2,2,2,2,1,3,2,2,3,3,0,3,1,0,1,0,0,0,4,4,2,1,2,4,6,3,3,4,3,4,4,4,4,1,2,3,3,2,2,3,2,2,5,7,5,41,13,17,24,27,0,0
1476676142,32,2,2, ,1,1,1,1,3,8,1,4,3,0,21,1,2,0,3,2,0,0,3,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,3,4,4,4,3,3,3,4,3,4,3,3,3,3,2,2,2,4,3,3,3,3,3,3,3,0,0,0,6,6,6,5,6,1,3,1,3,4,2,1,2,1,1,1,1,1,2,2,1,1,2,2,0,1,0,0,1,0,0,0,4,3,3,3,5,4,4,4,4,4,4,3,5,3,3,3,4,3,2,3,3,3,3,3,5,7,5,29,18,18,32,24,1,0
1476676178,64,5,2, ,1,1,0,0,3,1,0,0,4,1,19,0,1,1,1,0,1,1,4,1,1,1,1,0,3,2,3,2,2,4,2,3,3,2,3,2,3,3,6,5,4,2,3,4,4,4,4,3,3,4,3,3,4,3,3,4,4,1,4,3,2,2,3,3,4,0,0,0,8,7,6,5,9,2,2,1,1,1,1,1,3,2,3,3,3,1,1,3,3,3,2,2,0,1,0,0,1,0,0,0,1,1,3,1,3,4,1,1,1,1,1,2,4,2,4,2,1,5,2,4,3,5,1,2,5,5,5,35,9,16,31,21,1,0
1476676403,34,2,1, ,0,1,0,0,1,1,0,0,6,1,18,0,2,0,1,0,1,0,3,1,6,0,1,0,3,2,1,3,3,3,4,2,2,3,2,2,2,4,3,3,3,1,1,3,3,4,2,3,4,3,3,2,4,2,2,4,4,5,5,5,5,5,4,3,1,0,0,0,9,9,10,7,8,3,1,1,4,1,1,2,3,3,2,1,1,4,1,3,3,3,3,2,0,1,0,2,0,0,1,1,2,1,1,1,1,4,4,3,4,4,5,5,4,4,4,4,3,3,3,5,3,3,3,5,5,1,1,43,6,15,24,21,0,0
1476676843,29,2,1, ,0,1,0,0,3,1,0,0,3,0,19,0,5,0,2,1,0,0,1,2,1,1,2,1,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,5,3,3,3,4,4,4,4,4,4,1,1,1,1,1,2,4,1,4,5,2,3,4,3,4,0,0,0,11,11,11,6,11,1,3,2,4,3,2,2,1,3,1,2,2,2,2,3,3,2,3,2,0,1,0,0,1,0,0,0,2,4,4,4,4,5,5,4,5,4,5,5,5,5,1,1,4,1,1,5,4,4,1,4,5,7,5,50,18,12,33,9,0,0
1476677283,52,4,2, ,1,1,0,0,4,1,0,0,3,0,24,1,4,0,3,2,0,0,2,2,1,1,1,0,4,5,5,2,1,5,1,1,2,4,1,3,4,1,1,5,5,4,4,4,5,5,4,5,5,3,3,3,2,2,4,2,1,3,4,2,2,2,2,3,3,0,0,0,11,11,9,10,10,1,4,4,4,4,3,3,4,3,3,4,4,2,2,4,4,3,4,2,0,4,1,0,1,0,0,0,1,4,4,2,4,6,6,6,5,2,1,6,2,6,4,4,2,4,4,2,2,4,2,2,5,5,5,51,15,22,39,17,1,0
1476677306,20,1,2, ,1,3,0,0,4,1,0,0,3,0,26,1,5,0,1,0,1,0,1,2,1,1,1,0,5,4,1,1,1,3,1,1,1,1,1,1,1,1,2,3,3,5,5,5,5,5,3,5,5,4,1,1,3,3,1,1,1,5,1,5,1,5,5,4,5,1,1,1,11,11,11,9,6,2,4,4,4,3,1,3,3,3,2,3,1,2,4,2,2,2,2,2,0,1,0,0,1,0,0,0,5,5,4,4,5,5,6,2,3,4,5,6,2,6,3,4,3,3,2,3,2,2,1,5,5,7,5,48,23,15,42,8,1,1
1476677448,28,2,1,Male,0,3,0,0,3,6,1,1,6,1,18,0,2,0,2,1,0,0,2,1,2,1,2,1,2,5,5,3,4,5,1,1,1,3,1,3,1,1,10,10,1,4,4,4,5,5,4,5,5,5,3,4,5,5,3,4,4,2,5,2,4,1,5,1,5,0,0,0,11,8,8,9,10,4,4,3,4,4,1,3,4,3,3,3,3,3,3,3,3,3,4,2,0,1,0,0,1,0,0,0,4,5,5,3,5,5,7,2,7,1,1,7,3,3,4,2,4,1,3,4,4,4,5,5,5,5,5,46,22,24,41,12,0,0
1476679463,43,3,2, ,1,1,1,1,4,6,1,1,6,1,24,1,2,0,3,2,0,0,4,1,1,1,4,0,3,4,4,1,3,5,3,3,2,3,2,4,3,4,1,5,3,1,2,3,3,3,3,4,4,3,1,1,2,2,1,2,3,3,2,3,1,3,1,3,2,0,0,0,11,11,6,6,9,1,4,3,3,2,1,2,1,2,3,4,4,4,1,4,4,3,2,2,0,1,0,0,1,0,0,0,5,3,3,2,4,4,4,6,2,3,3,5,7,1,3,4,4,1,4,2,3,4,4,3,5,5,5,43,17,20,26,24,1,0
1476681015,58,5,1, ,0,2,0,0,4,1,0,0,8,1,22,0,4,0,1,0,1,0,3,1,1,1,1,0,3,2,2,1,1,5,4,2,3,4,1,1,3,1,7,9,3,4,4,4,5,4,4,5,5,5,1,1,3,1,1,3,3,2,5,3,2,2,4,3,4,0,0,0,9,11,3,4,10,3,3,3,2,1,2,3,3,3,1,1,1,2,1,3,3,1,3,2,0,1,0,1,0,1,0,1,1,3,3,2,4,4,4,2,2,3,3,4,2,4,2,3,2,4,3,5,3,4,2,3,5,1,1,37,13,14,40,19,0,0
1476681625,72,6,1, ,0,2,0,0,3,1,0,0,3,0,22,0,2,0,1,0,1,0,10,1,1,1,1,0,5,2,3,3,2,4,3,2,2,2,2,3,3,2,6,6,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,1,4,2,2,2,3,2,4,0,0,0,8,7,6,6,7,4,4,3,3,2,2,2,4,3,4,4,4,3,1,4,4,4,4,2,0,1,0,0,1,0,0,0,1,3,2,1,2,4,3,3,2,2,2,2,3,2,4,4,2,4,3,4,2,4,2,4,5,1,5,34,9,19,30,19,0,0
1476682355,22,1,2, ,1,1,0,0,3,1,0,0,8,1,18,0,5,0,2,1,0,0,1,1,8,1,2,1,1,5,5,1,1,5,5,1,1,3,4,4,4,1,1,7,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,1,1,1,2,2,0,1,0,6,7,7,10,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,4,1,0,1,0,0,0,1,5,4,2,3,3,5,5,5,2,4,4,6,4,5,5,5,5,2,4,5,5,5,5,5,5,5,41,15,18,42,23,1,0
1476682755,47,4,1, ,0,1,0,0,2,1,0,0,4,1,18,0,3,0,3,2,0,0,4,1,7,0,1,0,2,3,3,1,2,3,1,1,1,1,1,1,1,1,8,9,3,3,4,4,4,4,4,2,2,2,4,4,4,4,4,5,5,3,2,4,1,5,2,4,3,0,0,0,2,4,2,1,1,3,4,3,4,1,1,1,4,3,4,4,4,3,1,4,4,4,3,2,0,2,0,0,1,0,0,0,1,2,2,1,1,2,1,2,1,1,1,2,2,5,4,4,4,5,2,4,3,3,1,4,1,1,1,10,7,14,29,8,0,0
1476684176,31,2,2, ,1,3,0,0,1,1,0,0,6,1,18,0,2,0,1,0,1,0,7,1,6,0,1,0,4,3,2,2,4,5,3,1,1,3,1,1,3,1,7,9,3,4,4,3,5,5,5,5,5,5,2,2,3,3,2,4,4,2,2,5,1,4,2,5,2,0,0,1,11,11,8,6,6,4,4,4,4,3,1,2,3,4,3,3,4,3,2,3,3,3,3,2,0,1,0,2,0,0,1,1,1,4,3,2,4,3,3,5,3,3,3,5,5,3,4,4,2,2,2,4,2,4,5,4,5,5,5,42,14,20,41,14,1,1
1476684954,45,4,2, ,1,1,1,0,3,6,1,1,8,1,18,0,1,1,1,0,1,1,2,1,1,1,2,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,6,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,0,3,3,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,7,5,30,14,19,27,24,1,0
1476685394,42,3,1, ,0,2,0,0,3,1,0,0,4,1,24,1,1,1,1,0,1,1,1,2,6,0,1,0,3,3,1,1,2,4,3,4,2,4,1,4,3,3,8,7,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4,4,5,1,5,1,5,2,5,1,0,0,0,5,6,2,2,2,2,2,2,4,3,1,1,4,3,3,3,2,3,2,3,3,4,2,2,0,1,0,0,1,0,0,0,3,4,3,3,4,6,2,4,3,5,3,4,6,4,5,3,4,2,4,1,4,3,3,3,1,1,1,17,17,14,18,24,0,0
1476686358,52,4,2, ,1,2,0,0,1,1,0,0,3,0,19,0,4,0,1,0,1,0,4,1,1,1,1,0,4,5,3,1,3,4,2,1,1,2,1,1,5,1,5,6,3,3,3,3,4,4,3,4,4,4,2,2,2,2,2,4,3,3,2,3,1,3,3,3,2,0,0,0,5,5,2,6,8,1,4,4,3,1,1,1,3,1,3,3,3,3,1,3,3,3,3,2,0,1,0,1,0,1,0,1,1,3,3,1,4,4,3,3,2,2,3,4,4,5,5,4,1,4,3,1,4,4,2,2,5,6,6,26,12,20,32,14,1,0
1476688077,21,1,1, ,0,2,0,0,2,1,0,0,3,0,23,0,4,0,1,0,1,0,1,1,1,1,1,0,2,3,4,2,2,4,4,2,2,3,2,4,4,2,8,7,3,4,4,4,4,3,3,4,4,4,2,2,2,3,3,2,1,3,3,3,4,3,3,3,3,1,1,0,7,8,3,6,7,1,2,2,2,2,2,2,2,2,3,3,3,2,1,4,4,3,3,2,0,1,0,0,1,0,0,0,1,1,1,1,1,4,4,2,2,3,6,4,6,4,4,4,3,4,5,3,3,5,4,3,5,1,1,31,5,17,34,23,0,0
1476688553,40,3,1, ,0,1,0,0,2,1,0,0,3,0,18,0,2,0,1,0,1,0,4,1,1,1,1,0,2,3,3,2,2,3,4,3,3,3,4,4,3,2,8,7,3,4,3,3,4,4,3,4,3,4,2,3,3,1,2,4,3,3,3,2,2,3,2,4,3,0,0,0,8,6,8,8,4,2,2,3,2,2,3,3,3,2,2,2,3,3,2,3,3,2,2,2,0,1,0,1,0,1,0,1,1,1,1,1,3,4,3,3,4,4,4,3,3,5,3,4,1,5,2,4,3,4,1,2,1,5,1,34,7,15,32,26,0,0
1476689655,65,6,1, ,0,1,0,0,2,1,0,0,6,1,22,0,2,0,1,0,1,0,4,1,6,0,1,0,2,1,4,1,2,3,1,2,1,4,1,1,4,1,9,10,4,4,4,5,4,4,5,4,4,4,3,3,4,4,3,5,5,4,2,4,1,5,2,2,3,0,0,0,4,7,5,7,6,4,4,3,3,1,1,1,3,2,3,3,4,3,1,4,4,3,3,2,0,1,0,0,1,0,0,0,1,1,1,1,4,1,1,1,1,2,2,5,2,2,4,5,2,5,2,5,2,5,1,4,5,5,1,29,8,13,38,15,0,0
1476691194,35,3,2, ,1,1,0,0,4,1,0,0,6,1,26,1,3,0,1,0,1,0,4,1,1,1,2,1,3,4,4,2,4,5,3,1,1,2,1,1,3,2,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,4,4,2,4,3,2,2,2,2,4,0,1,0,6,6,5,6,7,2,4,3,4,3,4,4,4,4,3,4,3,4,3,4,4,2,3,4,1,1,0,1,0,1,0,1,4,3,2,3,2,5,6,3,5,1,3,5,3,2,4,5,1,4,1,4,2,5,2,5,5,5,6,30,14,22,35,14,1,0
1476691824,48,4,1, ,0,1,1,1,2,6,1,1,6,1,21,1,2,0,3,2,0,0,1,1,1,1,4,0,5,2,3,4,2,5,3,1,4,4,1,1,5,2,8,8,3,4,4,4,5,5,5,5,4,3,4,4,5,4,2,4,5,1,5,1,3,1,4,3,4,0,0,0,11,7,8,6,7,1,1,1,4,2,1,3,4,2,3,4,4,3,2,3,4,4,2,3,0,2,0,0,1,0,0,0,1,2,1,1,2,2,2,2,2,2,2,5,3,5,4,5,2,5,3,3,2,5,2,4,1,1,1,39,7,21,39,21,0,0
1476692104,31,2,1, ,0,1,1,1,4,6,1,1,3,0,18,0,2,0,1,0,1,0,2,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,2,3,1,1,0,11,11,6,9,6,1,4,4,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,0,1,0,2,0,0,1,1,5,5,5,5,5,7,1,7,2,2,1,7,2,5,5,5,4,1,1,5,4,5,5,5,5,7,5,43,25,18,11,24,0,0
1476692134,60,5,1, ,0,3,1,0,4,1,0,0,4,1,19,0,1,1,1,0,1,1,1,1,6,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,4,5,5,4,5,4,4,5,1,1,3,2,1,3,3,3,1,3,1,3,4,5,2,0,0,0,11,11,9,9,8,1,2,1,3,1,1,4,3,1,1,1,1,2,2,4,4,2,2,2,0,1,0,1,0,1,0,1,1,1,1,1,1,4,4,4,4,2,3,4,3,2,1,3,2,5,1,3,3,4,2,5,5,5,5,48,5,18,40,24,0,0
1476694839,35,3,2, ,1,4,0,0,3,1,0,0,6,1,26,1,2,0,1,0,1,0,2,1,1,1,1,0,2,4,5,1,4,4,1,1,1,1,1,1,1,5,7,10,3,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4,4,3,1,2,1,1,4,3,5,0,1,0,11,9,9,6,5,2,4,3,1,1,1,1,4,3,3,3,3,2,1,4,4,3,4,2,0,1,0,0,1,0,0,0,1,4,4,1,1,4,2,1,1,1,1,1,1,3,5,4,1,5,4,4,1,5,1,5,5,5,1,40,11,20,45,12,1,0
1476695376,66,6,1, ,0,1,0,0,4,1,0,0,4,1,22,0,1,1,1,0,1,1,4,1,1,1,1,0,4,4,2,1,2,4,4,2,1,2,1,2,2,2,8,7,5,5,3,2,5,3,2,5,2,1,2,3,3,3,3,4,5,2,4,3,1,4,4,4,2,0,0,0,8,7,5,4,3,4,4,4,3,1,2,3,4,2,2,3,3,2,1,3,4,4,2,2,0,1,0,0,1,0,0,0,1,4,1,1,2,2,2,5,1,2,2,2,2,2,5,5,1,5,2,4,2,4,1,4,5,1,5,27,9,17,28,16,0,0
1476696040,71,6,1, ,0,2,0,0,2,1,0,0,6,1,22,0,1,1,1,0,1,1,3,1,1,1,1,0,5,2,4,4,4,4,2,1,1,1,1,1,1,1,7,8,5,3,4,4,5,5,5,4,5,5,3,3,3,3,2,3,4,1,2,2,3,2,4,2,3,1,0,0,9,9,7,7,6,3,3,3,2,2,1,1,3,2,2,2,2,1,1,3,3,3,3,2,0,1,0,0,1,0,0,0,1,1,3,1,4,1,1,1,1,1,2,4,5,5,2,4,2,4,2,3,3,4,2,4,5,5,5,38,10,23,40,9,0,0
